park_id,resource_type,geometry
874,Drinking Fountain,"c(-79.5420648154462, 43.6874090450926)"
960,Drinking Fountain,"c(-79.5513338167458, 43.6922710452614)"
1923,Drinking Fountain,"c(-79.4935178366302, 43.6554452759664)"
37,Drinking Fountain,"c(-79.4805516924247, 43.6665051278087)"
247,Drinking Fountain,"c(-79.4756635162812, 43.6407853621359)"
536,Drinking Fountain,"c(-79.5567589273992, 43.7453928913091)"
559,Drinking Fountain,"c(-79.5218988708831, 43.7454136359194)"
1104,Drinking Fountain,"c(-79.400035445137, 43.713144513923)"
2370,Drinking Fountain,"c(-79.3264566787057, 43.7750936495654)"
215,Drinking Fountain,"c(-79.3214966114824, 43.7457029372719)"
2440,Drinking Fountain,"c(-79.3677368386552, 43.7847871206614)"
494,Drinking Fountain,"c(-79.3294112226151, 43.7834397535431)"
1748,Drinking Fountain,"c(-79.2419965833328, 43.7052120633468)"
2207,Drinking Fountain,"c(-79.4367085107962, 43.714196758253)"
637,Drinking Fountain,"c(-79.5081868430899, 43.7357697889135)"
2373,Drinking Fountain,"c(-79.451745712054, 43.7062662062145)"
349,Drinking Fountain,"c(-79.5067821712998, 43.7441669726253)"
571,Drinking Fountain,"c(-79.297162690722, 43.73363260032)"
543,Drinking Fountain,"c(-79.2553063666319, 43.7576399045592)"
704,Drinking Fountain,"c(-79.3062193397779, 43.7538708225375)"
2037,Drinking Fountain,"c(-79.2709203229005, 43.7423417884548)"
576,Drinking Fountain,"c(-79.2587117954634, 43.7269921997539)"
19,Drinking Fountain,"c(-79.2558449483235, 43.6968438611131)"
1088,Drinking Fountain,"c(-79.2698213563783, 43.8294286415381)"
1088,Dog Fountain,"c(-79.2698213563783, 43.8294286415381)"
708,Drinking Fountain,"c(-79.2310198746845, 43.8037143958814)"
1707,Drinking Fountain,"c(-79.394255157197, 43.6370460436068)"
2420,Drinking Fountain,"c(-79.3277317908661, 43.6630035982291)"
2420,Dog Fountain,"c(-79.3277317908661, 43.6630035982291)"
2236,Drinking Fountain,"c(-79.3208723317492, 43.6778240656635)"
311,Drinking Fountain,"c(-79.3076300929337, 43.6632116398701)"
195,Drinking Fountain,"c(-79.3869173162285, 43.6678746216852)"
177,Drinking Fountain,"c(-79.3719022958901, 43.6552199283183)"
177,Dog Fountain,"c(-79.3719022958901, 43.6552199283183)"
177,Drinking Fountain,"c(-79.371142732796, 43.6543294158519)"
241,Drinking Fountain,"c(-79.414584800653, 43.6469279165604)"
241,Drinking Fountain,"c(-79.4158591867405, 43.6502283714957)"
284,Drinking Fountain,"c(-79.4521472939652, 43.6641417788384)"
1053,Drinking Fountain,"c(-79.4487396302345, 43.6633075586968)"
87,Drinking Fountain,"c(-79.432267978054, 43.6571012336)"
108,Drinking Fountain,"c(-79.3156614907644, 43.6848887268556)"
107,Drinking Fountain,"c(-79.2980899667468, 43.668513203619)"
107,Drinking Fountain,"c(-79.2996874672292, 43.6695554805853)"
1860,Drinking Fountain,"c(-79.3646042293011, 43.6445489724339)"
772,Drinking Fountain,"c(-79.4372387106711, 43.7076497612437)"
1451,Drinking Fountain,"c(-79.5021211546433, 43.5950620047945)"
1882,Drinking Fountain,"c(-79.556916678115, 43.6042908675409)"
361,Drinking Fountain,"c(-79.4360124958537, 43.670292592234)"
367,Drinking Fountain,"c(-79.4427290817137, 43.6708158472262)"
2006,Drinking Fountain,"c(-79.5184195122032, 43.6878420179057)"
150,Drinking Fountain,"c(-79.4836125534217, 43.7204192749493)"
442,Drinking Fountain,"c(-79.3630596467821, 43.6495233124101)"
313,Drinking Fountain,"c(-79.3884151250464, 43.6811981825511)"
313,Dog Fountain,"c(-79.3884151250464, 43.6811981825511)"
72,Drinking Fountain,"c(-79.4199286128695, 43.6536796045602)"
291,Drinking Fountain,"c(-79.4130835634675, 43.659374576725)"
150,Drinking Fountain,"c(-79.4009686827261, 43.6497317446278)"
224,Drinking Fountain,"c(-79.4263153861606, 43.6628296728007)"
455,Drinking Fountain,"c(-79.4134160375633, 43.6414432213448)"
455,Dog Fountain,"c(-79.4134160375633, 43.6414432213448)"
1084,Drinking Fountain,"c(-79.4146067541861, 43.6387889668123)"
1084,Dog Fountain,"c(-79.4146067541861, 43.6387889668123)"
212,Drinking Fountain,"c(-79.409656893352, 43.6427880730558)"
227,Drinking Fountain,"c(-79.3982621228935, 43.6697825760025)"
255,Drinking Fountain,"c(-79.4005034045164, 43.6423204566981)"
1707,Drinking Fountain,"c(-79.3926824743086, 43.6369444556832)"
211,Bottle Filling Station,"c(-79.4348868910826, 43.6370474673517)"
11,Drinking Fountain,"c(-79.4675238317778, 43.7793291299424)"
1079,Drinking Fountain,"c(-79.1622421517215, 43.7601414399241)"
2732,Drinking Fountain,"c(-79.3494742481781, 43.6782184295163)"
1476,Drinking Fountain,"c(-79.4037849527891, 43.7396421307556)"
238,Drinking Fountain,"c(-79.3819296998415, 43.6545412741266)"
335,Drinking Fountain,"c(-79.4529962464524, 43.6374481245245)"
1860,Drinking Fountain,"c(-79.365659951403, 43.6458466330332)"
128,Drinking Fountain,"c(-79.3980313960767, 43.6337550516035)"
2261,Drinking Fountain,"c(-79.366975646956, 43.643022231638)"
2261,Dog Fountain,"c(-79.366975646956, 43.643022231638)"
941,Drinking Fountain,"c(-79.372197413471, 43.7995464707116)"
2263,Drinking Fountain,"c(-79.360783226655, 43.8056139176161)"
485,Drinking Fountain,"c(-79.4175005043232, 43.791537739385)"
2541,Drinking Fountain,"c(-79.3904300382352, 43.6202429011428)"
461,Drinking Fountain,"c(-79.4230673858205, 43.6801568487786)"
1466,Drinking Fountain,"c(-79.4795049628993, 43.6986599347918)"
998,Drinking Fountain,"c(-79.5882242285372, 43.7577612383578)"
280,Drinking Fountain,"c(-79.4889965162409, 43.7412656467801)"
2077,Drinking Fountain,"c(-79.4776862631138, 43.628230978221)"
644,Drinking Fountain,"c(-79.4223061280642, 43.7896631063905)"
1025,Drinking Fountain,"c(-79.3700330300843, 43.6947314864467)"
517,Drinking Fountain,"c(-79.3888425692918, 43.7724116489648)"
368,Bottle Filling Station,"c(-79.379922361248, 43.6513287805355)"
2476,Drinking Fountain,"c(-79.428588552673, 43.6403678949556)"
279,Drinking Fountain,"c(-79.4383008749717, 43.6457395655272)"
236,Drinking Fountain,"c(-79.3112776940215, 43.6835208161178)"
384,Bottle Filling Station,"c(-79.3385572886444, 43.6679095279848)"
343,Bottle Filling Station,"c(-79.3535697896987, 43.667622689651)"
343,Drinking Fountain,"c(-79.3535697896987, 43.667622689651)"
343,Dog Fountain,"c(-79.3535697896987, 43.667622689651)"
2024,Drinking Fountain,"c(-79.3757628612086, 43.62076274045)"
2788,Drinking Fountain,"c(-79.3614413944316, 43.6609279781286)"
688,Drinking Fountain,"c(-79.4921549213006, 43.7161507884826)"
1046,Drinking Fountain,"c(-79.4355986785585, 43.6982202184036)"
237,Drinking Fountain,"c(-79.4146893737096, 43.7012078989314)"
237,Dog Fountain,"c(-79.4146893737096, 43.7012078989314)"
1468,Drinking Fountain,"c(-79.362042246469, 43.6528281681911)"
221,Drinking Fountain,"c(-79.3583595396287, 43.6583431864177)"
2539,Drinking Fountain,"c(-79.4213115431446, 43.6435916825314)"
2539,Dog Fountain,"c(-79.4213115431446, 43.6435916825314)"
677,Drinking Fountain,"c(-79.229059862698, 43.8102519914874)"
334,Drinking Fountain,"c(-79.4900278835628, 43.6538675254855)"
2015,Drinking Fountain,"c(-79.4981755239557, 43.661906201745)"
77,Drinking Fountain,"c(-79.4645227996307, 43.6430671986726)"
57,Drinking Fountain,"c(-79.367292284088, 43.6621279420739)"
241,Drinking Fountain,"c(-79.4133631592653, 43.6455765200779)"
232,Drinking Fountain,"c(-79.3753599693, 43.6504764181459)"
2554,Bottle Filling Station,"c(-79.4461542995721, 43.6589978148609)"
216,Drinking Fountain,"c(-79.4527730938156, 43.6667019514815)"
216,Dog Fountain,"c(-79.4527730938156, 43.6667019514815)"
108,Bottle Filling Station,"c(-79.3154701785875, 43.6842083325581)"
108,Drinking Fountain,"c(-79.3154701785875, 43.6842083325581)"
146,Drinking Fountain,"c(-79.3182310359734, 43.6707963232577)"
1069,Drinking Fountain,"c(-79.429025168262, 43.6955198772808)"
245,Drinking Fountain,"c(-79.4006687748009, 43.6975454705324)"
245,Dog Fountain,"c(-79.4006687748009, 43.6975454705324)"
467,Drinking Fountain,"c(-79.4046203841423, 43.6341506528322)"
2607,Drinking Fountain,"c(-79.3558167948509, 43.7469333873375)"
193,Drinking Fountain,"c(-79.3998407625216, 43.720865157247)"
364,Drinking Fountain,"c(-79.387603282436, 43.6421561890506)"
484,Drinking Fountain,"c(-79.4827841249404, 43.7069544755885)"
290,Drinking Fountain,"c(-79.4793759173982, 43.656089249578)"
497,Drinking Fountain,"c(-79.4791816183386, 43.6878475476802)"
1882,Drinking Fountain,"c(-79.5199842914503, 43.6381429813171)"
2541,Drinking Fountain,"c(-79.3895044180056, 43.6272572114013)"
648,Drinking Fountain,"c(-79.4918931131729, 43.7511527006769)"
2024,Drinking Fountain,"c(-79.3780750921219, 43.6216306711069)"
513,Drinking Fountain,"c(-79.4457721481581, 43.7262788044281)"
735,Drinking Fountain,"c(-79.4358812275691, 43.7223688114292)"
794,Drinking Fountain,"c(-79.3055727724456, 43.7745344532055)"
2472,Drinking Fountain,"c(-79.3043560939824, 43.813690368483)"
77,Drinking Fountain,"c(-79.464763299706, 43.6439385268158)"
244,Drinking Fountain,"c(-79.3678583313393, 43.6574996479793)"
191,Drinking Fountain,"c(-79.375982722906, 43.6708071990277)"
344,Drinking Fountain,"c(-79.3610777693283, 43.6670343349009)"
936,Drinking Fountain,"c(-79.622623960181, 43.7253478623488)"
951,Drinking Fountain,"c(-79.5399130315731, 43.672886368368)"
359,Drinking Fountain,"c(-79.4395792874005, 43.6406414929326)"
35,Drinking Fountain,"c(-79.4397672924282, 43.6595363147999)"
35,Dog Fountain,"c(-79.4397672924282, 43.6595363147999)"
698,Drinking Fountain,"c(-79.3095432515401, 43.8069764800635)"
644,Drinking Fountain,"c(-79.4215735530596, 43.790758064783)"
2466,Drinking Fountain,"c(-79.3452274433458, 43.6591302982663)"
1979,Drinking Fountain,"c(-79.4974495871183, 43.7117929617629)"
241,Drinking Fountain,"c(-79.4985387358826, 43.6967896170007)"
948,Drinking Fountain,"c(-79.5562689284568, 43.6410869377796)"
15,Drinking Fountain,"c(-79.5011845558341, 43.6590903313619)"
1073,Drinking Fountain,"c(-79.4753403018492, 43.62266117566)"
922,Drinking Fountain,"c(-79.5142554160114, 43.6383214726224)"
2039,Drinking Fountain,"c(-79.3590758019185, 43.6255588318977)"
2725,Drinking Fountain,"c(-79.362799296046, 43.6232840224419)"
2024,Drinking Fountain,"c(-79.3790383020521, 43.6220466960856)"
2725,Drinking Fountain,"c(-79.375478897386, 43.6174962100206)"
2541,Drinking Fountain,"c(-79.3912996995367, 43.6172410348846)"
2541,Drinking Fountain,"c(-79.3914283445031, 43.6218257539177)"
1901,Drinking Fountain,"c(-79.4131233928073, 43.6400449395545)"
1901,Dog Fountain,"c(-79.4131233928073, 43.6400449395545)"
196,Drinking Fountain,"c(-79.4206874931687, 43.6644214241973)"
87,Drinking Fountain,"c(-79.431757282566, 43.6556668676029)"
49,Drinking Fountain,"c(-79.4328916624884, 43.6402390548247)"
385,Drinking Fountain,"c(-79.4497707441514, 43.6588094965883)"
284,Drinking Fountain,"c(-79.4518281838632, 43.6637830214765)"
186,Drinking Fountain,"c(-79.4491490508471, 43.6539226579796)"
348,Drinking Fountain,"c(-79.4441222725969, 43.6488489275058)"
1,Drinking Fountain,"c(-79.3088385480718, 43.6587753133446)"
427,Drinking Fountain,"c(-79.2845446640087, 43.6703498368077)"
107,Drinking Fountain,"c(-79.2978410137323, 43.6680380684837)"
268,Drinking Fountain,"c(-79.3529118349828, 43.6594326907214)"
127,Bottle Filling Station,"c(-79.3153789573695, 43.6766257364642)"
127,Drinking Fountain,"c(-79.3153789573695, 43.6766257364642)"
129,Drinking Fountain,"c(-79.329745235097, 43.6802728988026)"
410,Bottle Filling Station,"c(-79.2926500426975, 43.6717441655089)"
410,Drinking Fountain,"c(-79.2926500426975, 43.6717441655089)"
410,Dog Fountain,"c(-79.2926500426975, 43.6717441655089)"
75,Drinking Fountain,"c(-79.3377551066987, 43.6647934925684)"
228,Drinking Fountain,"c(-79.3027484560112, 43.6823008333475)"
115,Drinking Fountain,"c(-79.3136586744939, 43.6688719993739)"
214,Drinking Fountain,"c(-79.3033345456655, 43.6864268341855)"
306,Drinking Fountain,"c(-79.3475171841678, 43.6759186225315)"
306,Drinking Fountain,"c(-79.346392264013, 43.6738087780474)"
1950,Drinking Fountain,"c(-79.4303249494046, 43.681465749986)"
79,Drinking Fountain,"c(-79.4249315626216, 43.6760178884041)"
936,Drinking Fountain,"c(-79.425965413734, 43.6836668494173)"
936,Dog Fountain,"c(-79.425965413734, 43.6836668494173)"
833,Drinking Fountain,"c(-79.4365047712563, 43.6929506133232)"
245,Drinking Fountain,"c(-79.399516627632, 43.6971590004907)"
393,Drinking Fountain,"c(-79.4166886428658, 43.6826824805868)"
38,Drinking Fountain,"c(-79.4237775158882, 43.6738756342113)"
2023,Drinking Fountain,"c(-79.3410096316968, 43.6849286654139)"
1057,Drinking Fountain,"c(-79.2927186208731, 43.6939496005035)"
1057,Dog Fountain,"c(-79.2927186208731, 43.6939496005035)"
456,Drinking Fountain,"c(-79.3469779970466, 43.691009044976)"
130,Drinking Fountain,"c(-79.3500539868076, 43.6786939569124)"
130,Dog Fountain,"c(-79.3500539868076, 43.6786939569124)"
754,Drinking Fountain,"c(-79.1249798421887, 43.7915137503629)"
447,Drinking Fountain,"c(-79.2891777357002, 43.7663581269763)"
2,Drinking Fountain,"c(-79.2273390358118, 43.713028587678)"
2,Drinking Fountain,"c(-79.2349709971227, 43.7062615620544)"
9,Drinking Fountain,"c(-79.5022173200646, 43.6858333506124)"
2405,Drinking Fountain,"c(-79.2831771036475, 43.6907667078195)"
2579,Drinking Fountain,"c(-79.3773182836809, 43.8049283532889)"
2520,Drinking Fountain,"c(-79.3931379544624, 43.7751569925847)"
2194,Bottle Filling Station,"c(-79.327867790786, 43.7492929903035)"
2595,Drinking Fountain,"c(-79.3386669914196, 43.7971127160726)"
2595,Dog Fountain,"c(-79.3386669914196, 43.7971127160726)"
2574,Drinking Fountain,"c(-79.3159528993604, 43.7504414975377)"
959,Drinking Fountain,"c(-79.5545414626581, 43.6991100485691)"
514,Dog Fountain,"c(-79.4493346221802, 43.672032895776)"
259,Drinking Fountain,"c(-79.4569053633909, 43.6724831783495)"
1004,Drinking Fountain,"c(-79.539890307086, 43.7226183570608)"
734,Drinking Fountain,"c(-79.5713313082746, 43.7626655529547)"
77,Dog Fountain,"c(-79.4630843128415, 43.6464101911426)"
77,Drinking Fountain,"c(-79.4665410833697, 43.6513632292532)"
77,Drinking Fountain,"c(-79.4656371444113, 43.6496081877731)"
77,Drinking Fountain,"c(-79.4602160893833, 43.6543833067428)"
270,Drinking Fountain,"c(-79.3628435142323, 43.6695838489525)"
1663,Drinking Fountain,"c(-79.3874942709765, 43.6377514480562)"
461,Drinking Fountain,"c(-79.424183052796, 43.6795018744116)"
461,Dog Fountain,"c(-79.424183052796, 43.6795018744116)"
445,Drinking Fountain,"c(-79.4057137071712, 43.7276217284569)"
764,Drinking Fountain,"c(-79.3380609962538, 43.7498666371232)"
934,Drinking Fountain,"c(-79.3674379412452, 43.7053644218396)"
492,Drinking Fountain,"c(-79.3529471623679, 43.7214041747093)"
2161,Drinking Fountain,"c(-79.4951287847793, 43.7575046350036)"
557,Bottle Filling Station,"c(-79.2810595743288, 43.6823165549677)"
1461,Drinking Fountain,"c(-79.2798837417285, 43.822864459286)"
123,Drinking Fountain,"c(-79.3332620960314, 43.6631633540428)"
77,Drinking Fountain,"c(-79.4655340869504, 43.6420088724879)"
769,Drinking Fountain,"c(-79.5007467575393, 43.7050459202001)"
3536,Drinking Fountain,"c(-79.3637553638124, 43.6235569551495)"
865,Drinking Fountain,"c(-79.4059307867338, 43.7662451260729)"
1490,Drinking Fountain,"c(-79.4107564953695, 43.7687298868072)"
3,Drinking Fountain,"c(-79.5145511976271, 43.6714165951398)"
2318,Drinking Fountain,"c(-79.5675642154012, 43.7474111295791)"
762,Drinking Fountain,"c(-79.5323152908647, 43.7216635154932)"
1953,Drinking Fountain,"c(-79.530527309063, 43.7061800228401)"
1073,Drinking Fountain,"c(-79.4758230914937, 43.6202063741028)"
2708,Drinking Fountain,"c(-79.3964598511588, 43.6391363498031)"
248,Drinking Fountain,"c(-79.4218516898138, 43.646143442216)"
207,Drinking Fountain,"c(-79.3805948748685, 43.711628731363)"
962,Drinking Fountain,"c(-79.3537813917834, 43.6913533931957)"
192,Drinking Fountain,"c(-79.3706398258502, 43.6852160210004)"
192,Dog Fountain,"c(-79.3706398258502, 43.6852160210004)"
62,Drinking Fountain,"c(-79.3817018863477, 43.6599901055097)"
696,Drinking Fountain,"c(-79.3373132642704, 43.7797986179611)"
50,Drinking Fountain,"c(-79.3429922138741, 43.6674474280178)"
50,Dog Fountain,"c(-79.3429922138741, 43.6674474280178)"
941,Drinking Fountain,"c(-79.3708087473815, 43.8006569822763)"
67,Drinking Fountain,"c(-79.32006017372, 43.6644291066195)"
210,Drinking Fountain,"c(-79.3793279424367, 43.6831541380327)"
207,Bottle Filling Station,"c(-79.4429655662887, 43.6468572953651)"
226,Drinking Fountain,"c(-79.4459849471946, 43.6510346913164)"
155,Bottle Filling Station,"c(-79.3447119971285, 43.6626501205622)"
884,Drinking Fountain,"c(-79.3949683060572, 43.6958133848577)"
884,Dog Fountain,"c(-79.3949683060572, 43.6958133848577)"
2030,Bottle Filling Station,"c(-79.3098061542395, 43.6909332125676)"
2030,Drinking Fountain,"c(-79.3098061542395, 43.6909332125676)"
41,Drinking Fountain,"c(-79.37598937277, 43.6612104233918)"
984,Drinking Fountain,"c(-79.4388510505871, 43.7712352898663)"
504,Drinking Fountain,"c(-79.4974585659234, 43.6745870910294)"
2541,Drinking Fountain,"c(-79.3899452980913, 43.6150274664096)"
414,Drinking Fountain,"c(-79.4220343400109, 43.6650597094771)"
2258,Drinking Fountain,"c(-79.4336490495018, 43.717149413071)"
1023,Drinking Fountain,"c(-79.3282186911465, 43.8146187747417)"
2341,Drinking Fountain,"c(-79.2741143883812, 43.7890477976982)"
2039,Drinking Fountain,"c(-79.3572120178724, 43.6312580495136)"
72,Drinking Fountain,"c(-79.4202527421181, 43.6520747331779)"
388,Bottle Filling Station,"c(-79.4103439132471, 43.6659536505877)"
2725,Drinking Fountain,"c(-79.3726552919459, 43.6177387212363)"
320,Drinking Fountain,"c(-79.4456736152496, 43.7761317611642)"
2656,Drinking Fountain,"c(-79.3966522552165, 43.7597384903106)"
654,Drinking Fountain,"c(-79.356494412627, 43.7683628010425)"
505,Drinking Fountain,"c(-79.4497951221875, 43.7450007065882)"
698,Drinking Fountain,"c(-79.304369427976, 43.8032303274729)"
2307,Drinking Fountain,"c(-79.2882470391264, 43.714273086813)"
2737,Drinking Fountain,"c(-79.2958720541048, 43.8010876522659)"
2255,Drinking Fountain,"c(-79.3971955850121, 43.800353844595)"
2725,Drinking Fountain,"c(-79.3747078195522, 43.6160033533155)"
423,Drinking Fountain,"c(-79.3434023113851, 43.7035329077456)"
660,Drinking Fountain,"c(-79.4589096194164, 43.7838865302907)"
660,Dog Fountain,"c(-79.4589096194164, 43.7838865302907)"
1181,Drinking Fountain,"c(-79.4248661077946, 43.7767746687885)"
1181,Dog Fountain,"c(-79.4248661077946, 43.7767746687885)"
987,Drinking Fountain,"c(-79.538261940479, 43.6583507997654)"
829,Drinking Fountain,"c(-79.4385496254667, 43.6850452269541)"
2725,Drinking Fountain,"c(-79.3679943017151, 43.6189725885466)"
1061,Drinking Fountain,"c(-79.3374763624926, 43.7095654356026)"
240,Drinking Fountain,"c(-79.3797735297402, 43.6588647507224)"
775,Drinking Fountain,"c(-79.3129196830859, 43.7308454977365)"
765,Drinking Fountain,"c(-79.5092784965756, 43.7554604119778)"
757,Drinking Fountain,"c(-79.4116317973634, 43.7854948351993)"
111,Drinking Fountain,"c(-79.2979379995387, 43.6848018384207)"
518,Drinking Fountain,"c(-79.3616702774507, 43.7842131900705)"
11,Drinking Fountain,"c(-79.4659145167715, 43.7800572610256)"
500,Drinking Fountain,"c(-79.5772227819906, 43.7553658054147)"
798,Drinking Fountain,"c(-79.59196458584, 43.6538106506683)"
117,Drinking Fountain,"c(-79.4047233767068, 43.7082912907572)"
11,Drinking Fountain,"c(-79.4623894248742, 43.7791977680684)"
758,Drinking Fountain,"c(-79.5207077830339, 43.7388419319722)"
830,Drinking Fountain,"c(-79.5115421907232, 43.6940432668679)"
837,Drinking Fountain,"c(-79.5249658540055, 43.6488465525509)"
2565,Drinking Fountain,"c(-79.4535638140697, 43.7724433150418)"
77,Drinking Fountain,"c(-79.4589710028707, 43.6512757901907)"
2294,Drinking Fountain,"c(-79.4398624776082, 43.7655397292253)"
958,Drinking Fountain,"c(-79.1397748930179, 43.7773904572375)"
2788,Drinking Fountain,"c(-79.3616584362736, 43.661537731931)"
128,Drinking Fountain,"c(-79.3976722946713, 43.6344762297852)"
2542,Drinking Fountain,"c(-79.3899797200668, 43.6378063901177)"
9,Drinking Fountain,"c(-79.4967236777347, 43.6834233022401)"
266,Drinking Fountain,"c(-79.3462260072335, 43.6611174355011)"
147,Drinking Fountain,"c(-79.4549303881209, 43.6665958234572)"
231,Bottle Filling Station,"c(-79.440889657991, 43.6384881171924)"
231,Drinking Fountain,"c(-79.440889657991, 43.6384881171924)"
318,Drinking Fountain,"c(-79.3683093068356, 43.674341832318)"
86,Drinking Fountain,"c(-79.4330823680944, 43.6650558009614)"
1060,Drinking Fountain,"c(-79.3275073135373, 43.6909907373862)"
1096,Drinking Fountain,"c(-79.3241211258008, 43.6831157707359)"
2568,Drinking Fountain,"c(-79.3303962502838, 43.6930938778747)"
2178,Drinking Fountain,"c(-79.326422281649, 43.7591703901243)"
319,Drinking Fountain,"c(-79.3917131835768, 43.6699088345123)"
319,Dog Fountain,"c(-79.3917131835768, 43.6699088345123)"
172,Drinking Fountain,"c(-79.4306011991603, 43.6363724157239)"
379,Drinking Fountain,"c(-79.3405906182307, 43.6534438383942)"
421,Drinking Fountain,"c(-79.3141390302235, 43.6972882674411)"
163,Drinking Fountain,"c(-79.3806406763582, 43.6667211344863)"
163,Dog Fountain,"c(-79.3806406763582, 43.6667211344863)"
471,Drinking Fountain,"c(-79.4305165871722, 43.6312847803018)"
471,Dog Fountain,"c(-79.4305165871722, 43.6312847803018)"
2301,Drinking Fountain,"c(-79.3898805684514, 43.7741035978385)"
1854,Drinking Fountain,"c(-79.3799287129234, 43.7215106112118)"
2725,Drinking Fountain,"c(-79.3761117577895, 43.6177552561586)"
2024,Drinking Fountain,"c(-79.3758560376971, 43.6199195608368)"
1079,Drinking Fountain,"c(-79.1629718470253, 43.7601737298779)"
572,Drinking Fountain,"c(-79.5209932364902, 43.7518805181817)"
798,Drinking Fountain,"c(-79.5901973921428, 43.6520715803763)"
1974,Drinking Fountain,"c(-79.5005514881406, 43.6772261211495)"
629,Drinking Fountain,"c(-79.4324314278279, 43.6928084880575)"
629,Dog Fountain,"c(-79.4324314278279, 43.6928084880575)"
46,Drinking Fountain,"c(-79.4303182626813, 43.6711769274873)"
